ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
21216	1.17e-58	1.81e-60	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
18311	1.18e-58	1.83e-60	TDG	thymine DNA glycosylase
22580	1.18e-58	1.83e-60	RBMX	RNA binding motif protein, X-linked
39730	1.18e-58	1.84e-60	TIMM50	translocase of inner mitochondrial membrane 50
21418	1.19e-58	1.85e-60	MAEA	macrophage erythroblast attacher
41554	1.20e-58	1.87e-60	CSDE1	cold shock domain containing E1
13734	1.20e-58	1.88e-60		
28913	1.23e-58	1.93e-60	FAM189B	family with sequence similarity 189 member B
10704	1.25e-58	1.97e-60		
32168	1.28e-58	2.01e-60		
23983	1.30e-58	2.06e-60	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4
31713	1.37e-58	2.16e-60	TAF7	TATA-box binding protein associated factor 7
5094	1.37e-58	2.17e-60	RPS27	ribosomal protein S27
11653	1.37e-58	2.18e-60	RBM8A	RNA binding motif protein 8A
23940	1.38e-58	2.20e-60	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
44068	1.38e-58	2.21e-60	HSPA8	heat shock protein family A (Hsp70) member 8
18940	1.38e-58	2.21e-60	KAT6A	lysine acetyltransferase 6A
20952	1.49e-58	2.39e-60	COQ9	coenzyme Q9
23440	1.63e-58	2.62e-60	PURA	purine rich element binding protein A
9539	1.66e-58	2.68e-60	LIMK2	LIM domain kinase 2
31128	1.77e-58	2.85e-60	OMA1	OMA1 zinc metallopeptidase
17241	1.78e-58	2.87e-60		
4557	1.80e-58	2.91e-60		
16383	1.85e-58	3.00e-60	PITPNB	phosphatidylinositol transfer protein beta
21483	1.86e-58	3.03e-60		
37422	1.87e-58	3.06e-60		
3466	1.92e-58	3.14e-60	RPL23AP7	ribosomal protein L23a pseudogene 7
5686	1.94e-58	3.17e-60	BRD7	bromodomain containing 7
28253	2.00e-58	3.28e-60	WWTR1	WW domain containing transcription regulator 1
36841	2.03e-58	3.34e-60	PPCS	phosphopantothenoylcysteine synthetase
19755	2.05e-58	3.38e-60		
4757	2.12e-58	3.51e-60	NACA	nascent polypeptide-associated complex alpha subunit
14066	2.33e-58	3.87e-60	FABP5	fatty acid binding protein 5
30877	2.33e-58	3.87e-60	TMEM246	transmembrane protein 246
18304	2.34e-58	3.89e-60	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase
26238	2.41e-58	4.02e-60	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3
8648	2.42e-58	4.05e-60	SZRD1	SUZ RNA binding domain containing 1
35905	2.46e-58	4.11e-60	TUBB6	tubulin beta 6 class V
32938	2.47e-58	4.14e-60	DSTN	destrin, actin depolymerizing factor
23718	2.52e-58	4.24e-60	PSMB4	proteasome subunit beta 4
9541	2.54e-58	4.28e-60	MRPL27	mitochondrial ribosomal protein L27
14999	2.56e-58	4.33e-60	TALDO1	transaldolase 1
967	2.59e-58	4.38e-60		
41252	2.59e-58	4.39e-60	COX4I1	cytochrome c oxidase subunit 4I1
19251	2.62e-58	4.46e-60	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4
16665	2.67e-58	4.55e-60	CCDC12	coiled-coil domain containing 12
20920	2.70e-58	4.61e-60	MFF	mitochondrial fission factor
28725	2.71e-58	4.64e-60	AFTPH	aftiphilin
8599	2.74e-58	4.70e-60	LGALS3	lectin, galactoside binding soluble 3
43551	2.79e-58	4.80e-60		
6863	3.02e-58	5.20e-60	ALYREF	Aly/REF export factor
26700	3.02e-58	5.21e-60	CFAP36	cilia and flagella associated protein 36
15113	3.05e-58	5.27e-60	MZT2B	mitotic spindle organizing protein 2B
2839	3.06e-58	5.30e-60	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
30914	3.08e-58	5.34e-60	CD44	CD44 molecule (Indian blood group)
36219	3.16e-58	5.50e-60	DIAPH1	diaphanous related formin 1
16483	3.20e-58	5.58e-60	EEF1B2	eukaryotic translation elongation factor 1 beta 2
41946	3.27e-58	5.72e-60	CLTA	clathrin light chain A
38707	3.27e-58	5.73e-60	MRPL52	mitochondrial ribosomal protein L52
18337	3.37e-58	5.92e-60	RPL36A	ribosomal protein L36a
39296	3.43e-58	6.03e-60	RPL18	ribosomal protein L18
18781	3.49e-58	6.15e-60	ASNSD1	asparagine synthetase domain containing 1
37087	3.62e-58	6.39e-60	CAMLG	calcium modulating ligand
14662	3.70e-58	6.55e-60	SEPHS1	selenophosphate synthetase 1
25342	3.71e-58	6.59e-60		
40322	3.73e-58	6.63e-60	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
31126	3.78e-58	6.72e-60	BOLA2B	bolA family member 2B
32472	3.81e-58	6.80e-60	TUBA4A	tubulin alpha 4a
34898	3.88e-58	6.93e-60	YTHDF2	YTH N6-methyladenosine RNA binding protein 2
20586	3.91e-58	7.00e-60	RGPD5	RANBP2-like and GRIP domain containing 5
23208	3.92e-58	7.04e-60	GLOD4	glyoxalase domain containing 4
38275	3.95e-58	7.10e-60	CASC3	cancer susceptibility candidate 3
27936	3.97e-58	7.15e-60	FABP5	fatty acid binding protein 5
35904	4.07e-58	7.35e-60	PFDN5	prefoldin subunit 5
6079	4.07e-58	7.37e-60	RPL9	ribosomal protein L9
29274	4.09e-58	7.43e-60	VTI1B	vesicle transport through interaction with t-SNAREs 1B
29158	4.13e-58	7.50e-60	MANF	mesencephalic astrocyte derived neurotrophic factor
27381	4.35e-58	7.91e-60	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7
28397	4.41e-58	8.05e-60	FAM60A	family with sequence similarity 60 member A
25156	4.60e-58	8.42e-60	ZNF185	zinc finger protein 185 (LIM domain)
29930	4.68e-58	8.58e-60	RPS2P32	ribosomal protein S2 pseudogene 32
28818	4.84e-58	8.88e-60		
19692	4.92e-58	9.05e-60	GSK3B	glycogen synthase kinase 3 beta
1081	4.96e-58	9.14e-60	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2
44564	4.99e-58	9.21e-60	PPIA	peptidylprolyl isomerase A
27272	5.00e-58	9.25e-60	HIST3H3	histone cluster 3, H3
33370	5.09e-58	9.43e-60	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
45016	5.26e-58	9.77e-60	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
27655	5.27e-58	9.81e-60	RAB1A	RAB1A, member RAS oncogene family
36449	5.27e-58	9.83e-60	BRD2	bromodomain containing 2
34496	5.27e-58	9.84e-60	HIBCH	3-hydroxyisobutyryl-CoA hydrolase
17937	5.64e-58	1.06e-59	SMAD2	SMAD family member 2
19106	5.65e-58	1.06e-59	ZNF525	zinc finger protein 525
15632	5.73e-58	1.08e-59	RPAP2	RNA polymerase II associated protein 2
17090	5.79e-58	1.09e-59		
12827	5.89e-58	1.11e-59	DROSHA	drosha ribonuclease III
39073	6.01e-58	1.14e-59	TUSC2	tumor suppressor candidate 2
17099	6.16e-58	1.17e-59		
14106	6.16e-58	1.17e-59		
5808	6.36e-58	1.21e-59	PTBP3	polypyrimidine tract binding protein 3
6350	6.53e-58	1.24e-59		
18580	6.77e-58	1.29e-59	RRP8	ribosomal RNA processing 8, methyltransferase, homolog (yeast)
23300	6.82e-58	1.30e-59	TXNL4A	thioredoxin like 4A
21476	7.14e-58	1.37e-59		
8495	7.17e-58	1.38e-59		
9009	7.21e-58	1.39e-59	AES	amino-terminal enhancer of split
2882	7.22e-58	1.39e-59	PSMD8	proteasome 26S subunit, non-ATPase 8
28108	7.25e-58	1.40e-59	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
38577	7.65e-58	1.48e-59	PNN	pinin, desmosome associated protein
14928	7.73e-58	1.50e-59		
23015	8.19e-58	1.59e-59	MRPL43	mitochondrial ribosomal protein L43
7325	8.19e-58	1.59e-59	EIF6	eukaryotic translation initiation factor 6
37786	8.19e-58	1.59e-59	RNF149	ring finger protein 149
31505	8.22e-58	1.60e-59		
27520	8.23e-58	1.61e-59	TTC3	tetratricopeptide repeat domain 3
30380	9.06e-58	1.77e-59	DDT	D-dopachrome tautomerase
1620	9.96e-58	1.95e-59	RPL10	ribosomal protein L10
30062	9.97e-58	1.96e-59	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
16864	1.00e-57	1.97e-59	KPNB1	karyopherin subunit beta 1
6764	1.02e-57	2.00e-59	DYNLL1	dynein light chain LC8-type 1
12778	1.03e-57	2.03e-59	NPM1	nucleophosmin
16595	1.03e-57	2.04e-59		
30984	1.04e-57	2.06e-59	RIC8A	RIC8 guanine nucleotide exchange factor A
24366	1.05e-57	2.09e-59		
4561	1.07e-57	2.13e-59		
17321	1.08e-57	2.15e-59		
20259	1.09e-57	2.19e-59	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
2735	1.13e-57	2.26e-59	HDHD2	haloacid dehalogenase like hydrolase domain containing 2
18514	1.16e-57	2.32e-59		
26038	1.16e-57	2.33e-59	GSTP1	glutathione S-transferase pi 1
11457	1.17e-57	2.36e-59	KPNA4	karyopherin subunit alpha 4
27142	1.17e-57	2.37e-59	SHFM1	split hand/foot malformation (ectrodactyly) type 1
15526	1.20e-57	2.42e-59	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
37833	1.21e-57	2.44e-59	TCEB2	transcription elongation factor B subunit 2
41918	1.25e-57	2.54e-59	HNRNPA1L2	heterogeneous nuclear ribonucleoprotein A1-like 2
20085	1.27e-57	2.58e-59	GSTP1	glutathione S-transferase pi 1
33701	1.28e-57	2.60e-59	MRPL21	mitochondrial ribosomal protein L21
139	1.30e-57	2.65e-59	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
13318	1.32e-57	2.70e-59	USP7	ubiquitin specific peptidase 7
7222	1.32e-57	2.70e-59		
28919	1.32e-57	2.71e-59	AKR1A1	aldo-keto reductase family 1 member A1
25641	1.39e-57	2.86e-59		
5500	1.46e-57	3.00e-59	RPL23	ribosomal protein L23
25563	1.56e-57	3.21e-59	GSTP1	glutathione S-transferase pi 1
39062	1.65e-57	3.42e-59	KIAA2013	KIAA2013
10997	1.69e-57	3.49e-59	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
18493	1.69e-57	3.50e-59		
45075	1.69e-57	3.51e-59	MED4	mediator complex subunit 4
18135	1.74e-57	3.63e-59		
7190	1.74e-57	3.63e-59		
11368	1.77e-57	3.70e-59	BANP	BTG3 associated nuclear protein
27698	1.79e-57	3.75e-59	PSME2	proteasome activator subunit 2
20344	1.79e-57	3.76e-59	MRPS33	mitochondrial ribosomal protein S33
17604	1.88e-57	3.93e-59	SPINT2	serine peptidase inhibitor, Kunitz type 2
32469	1.88e-57	3.96e-59	PYGL	phosphorylase, glycogen, liver
18346	1.93e-57	4.06e-59	PPIA	peptidylprolyl isomerase A
9636	1.93e-57	4.06e-59		
42818	1.95e-57	4.12e-59	EIF3E	eukaryotic translation initiation factor 3 subunit E
11172	1.96e-57	4.14e-59	TMED3	transmembrane p24 trafficking protein 3
10956	2.02e-57	4.28e-59	RPS20	ribosomal protein S20
13858	2.02e-57	4.30e-59	REEP3	receptor accessory protein 3
5621	2.04e-57	4.33e-59	MTCH1	mitochondrial carrier 1
10753	2.05e-57	4.37e-59	MRPL55	mitochondrial ribosomal protein L55
20653	2.06e-57	4.41e-59	WDR1	WD repeat domain 1
41550	2.06e-57	4.41e-59	TMEM9B	TMEM9 domain family member B
23125	2.12e-57	4.53e-59	AFTPH	aftiphilin
45194	2.23e-57	4.79e-59	TRIM33	tripartite motif containing 33
41145	2.24e-57	4.82e-59	CHP1	calcineurin like EF-hand protein 1
21840	2.29e-57	4.94e-59		
5193	2.40e-57	5.17e-59	USP33	ubiquitin specific peptidase 33
25324	2.42e-57	5.23e-59	GSTP1	glutathione S-transferase pi 1
10802	2.43e-57	5.25e-59	RPS27A	ribosomal protein S27a
14613	2.45e-57	5.32e-59	EMP2	epithelial membrane protein 2
27535	2.46e-57	5.34e-59	RPS13	ribosomal protein S13
3697	2.50e-57	5.43e-59		
29846	2.52e-57	5.48e-59		
39170	2.55e-57	5.55e-59	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
7248	2.55e-57	5.56e-59		
15009	2.56e-57	5.61e-59	OVCA2	ovarian tumor suppressor candidate 2
27281	2.61e-57	5.71e-59	HYPK	huntingtin interacting protein K
10459	2.69e-57	5.92e-59	MPST	mercaptopyruvate sulfurtransferase
40838	2.72e-57	5.99e-59	DDB1	damage specific DNA binding protein 1
29113	2.75e-57	6.07e-59	NAT9	N-acetyltransferase 9 (putative)
24455	2.75e-57	6.07e-59	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
12974	2.78e-57	6.14e-59		
18048	2.78e-57	6.16e-59		
16552	2.80e-57	6.20e-59		
33456	2.85e-57	6.33e-59	APRT	adenine phosphoribosyltransferase
28605	2.85e-57	6.35e-59	CALR	calreticulin
31678	2.92e-57	6.51e-59	RPIA	ribose 5-phosphate isomerase A
31287	2.94e-57	6.56e-59		
15973	2.95e-57	6.61e-59	ZFP36L1	ZFP36 ring finger protein like 1
14059	3.00e-57	6.72e-59	TPR	translocated promoter region, nuclear basket protein
16109	3.05e-57	6.84e-59	FAM136A	family with sequence similarity 136 member A
17624	3.07e-57	6.90e-59		
36437	3.29e-57	7.40e-59	RBM14	RNA binding motif protein 14
3145	3.36e-57	7.58e-59	MCTS1	MCTS1, re-initiation and release factor
35386	3.37e-57	7.60e-59	RPL26	ribosomal protein L26
9565	3.37e-57	7.62e-59		
22092	3.49e-57	7.89e-59	SMAD2	SMAD family member 2
28715	3.53e-57	8.02e-59	SSB	Sjogren syndrome antigen B
36842	3.54e-57	8.03e-59	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6
30752	3.57e-57	8.12e-59		
6024	3.61e-57	8.23e-59	TPT1	tumor protein, translationally-controlled 1
3073	3.61e-57	8.25e-59	BSDC1	BSD domain containing 1
35308	3.64e-57	8.34e-59	MTMR4	myotubularin related protein 4
21638	3.64e-57	8.34e-59	RPL39	ribosomal protein L39
37886	3.70e-57	8.49e-59	HEXIM1	hexamethylene bisacetamide inducible 1
6080	3.70e-57	8.51e-59	MIER1	MIER1 transcriptional regulator
6919	3.78e-57	8.71e-59	PSMA3-AS1	PSMA3 antisense RNA 1
15955	3.78e-57	8.73e-59	EIF3D	eukaryotic translation initiation factor 3 subunit D
29217	3.78e-57	8.73e-59	SNHG19	small nucleolar RNA host gene 19
17140	3.86e-57	8.93e-59	CCDC43	coiled-coil domain containing 43
3280	3.86e-57	8.94e-59	ARF1	ADP ribosylation factor 1
21292	3.86e-57	8.94e-59		
3952	3.86e-57	8.97e-59	PWP1	PWP1 homolog, endonuclein
14743	3.90e-57	9.08e-59	RPL34	ribosomal protein L34
28433	3.91e-57	9.12e-59	GSTP1	glutathione S-transferase pi 1
17239	3.92e-57	9.14e-59	ARL8A	ADP ribosylation factor like GTPase 8A
283	4.14e-57	9.68e-59	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
28090	4.14e-57	9.69e-59		
7546	4.14e-57	9.72e-59	INTS4	integrator complex subunit 4
22842	4.28e-57	1.01e-58	CUL1	cullin 1
10585	4.34e-57	1.02e-58	TCEB1	transcription elongation factor B subunit 1
25063	4.38e-57	1.03e-58	TRIP4	thyroid hormone receptor interactor 4
12860	4.40e-57	1.04e-58	CDH1	cadherin 1
38813	4.49e-57	1.06e-58	ACTB	actin beta
19663	4.50e-57	1.06e-58	NIT2	nitrilase family member 2
8895	4.57e-57	1.09e-58	TMEM205	transmembrane protein 205
24220	4.57e-57	1.09e-58	DPY30	dpy-30, histone methyltransferase complex regulatory subunit
34083	4.75e-57	1.13e-58	GUK1	guanylate kinase 1
40467	4.79e-57	1.14e-58	EMP2	epithelial membrane protein 2
37081	4.84e-57	1.16e-58	DSG3	desmoglein 3
7480	4.89e-57	1.17e-58		
42288	4.99e-57	1.19e-58	GRB2	growth factor receptor bound protein 2
5086	5.04e-57	1.21e-58	SSRP1	structure specific recognition protein 1
42580	5.15e-57	1.24e-58	GOLGB1	golgin B1
14664	5.21e-57	1.25e-58	RAB14	RAB14, member RAS oncogene family
25208	5.23e-57	1.26e-58	TACSTD2	tumor-associated calcium signal transducer 2
4309	5.24e-57	1.26e-58	GHITM	growth hormone inducible transmembrane protein
32998	5.37e-57	1.30e-58	TP53TG1	TP53 target 1 (non-protein coding)
31496	5.39e-57	1.30e-58	ABCB10	ATP binding cassette subfamily B member 10
15496	5.42e-57	1.31e-58	TALDO1	transaldolase 1
20830	5.42e-57	1.32e-58	CDC42	cell division cycle 42
30978	5.48e-57	1.33e-58		
21561	5.61e-57	1.36e-58	EIF2B2	eukaryotic translation initiation factor 2B subunit beta
8086	5.82e-57	1.42e-58	HLA-F-AS1	HLA-F antisense RNA 1
4030	6.15e-57	1.50e-58	FYTTD1	forty-two-three domain containing 1
17133	6.23e-57	1.52e-58	GSK3B	glycogen synthase kinase 3 beta
3004	6.33e-57	1.55e-58	TRAPPC5	trafficking protein particle complex 5
14499	6.40e-57	1.57e-58	HSPA8	heat shock protein family A (Hsp70) member 8
6985	6.45e-57	1.58e-58		
29506	6.53e-57	1.61e-58	GSTP1	glutathione S-transferase pi 1
34684	6.65e-57	1.64e-58	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
4233	6.65e-57	1.64e-58	ZNF148	zinc finger protein 148
4491	6.69e-57	1.65e-58	FKBP3	FK506 binding protein 3
38527	6.69e-57	1.66e-58	CMTM6	CKLF like MARVEL transmembrane domain containing 6
7451	6.80e-57	1.68e-58	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
25320	6.83e-57	1.69e-58	RPL7A	ribosomal protein L7a
9426	7.00e-57	1.74e-58	RPS28	ribosomal protein S28
9848	7.38e-57	1.84e-58	NDFIP1	Nedd4 family interacting protein 1
27662	7.79e-57	1.94e-58	NCL	nucleolin
1323	7.89e-57	1.97e-58	TINF2	TERF1 interacting nuclear factor 2
16289	8.03e-57	2.00e-58	ANKRD17	ankyrin repeat domain 17
30768	8.21e-57	2.05e-58	CTBP1	C-terminal binding protein 1
23084	8.37e-57	2.10e-58	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
26542	8.39e-57	2.10e-58	ARPC5	actin related protein 2/3 complex subunit 5
27290	8.39e-57	2.11e-58	PPIA	peptidylprolyl isomerase A
43230	8.39e-57	2.11e-58		
19592	8.60e-57	2.17e-58	FAM20B	family with sequence similarity 20 member B
35330	8.60e-57	2.17e-58		
24257	8.61e-57	2.17e-58		
37502	8.65e-57	2.19e-58	GSTP1	glutathione S-transferase pi 1
9025	8.77e-57	2.22e-58	ELP2	elongator acetyltransferase complex subunit 2
24769	8.78e-57	2.23e-58		
16288	8.78e-57	2.23e-58	TMEM30B	transmembrane protein 30B
40717	8.81e-57	2.24e-58	GSTP1	glutathione S-transferase pi 1
2792	8.91e-57	2.27e-58	EEF1D	eukaryotic translation elongation factor 1 delta
754	9.22e-57	2.36e-58	SRPRA	SRP receptor alpha subunit
18697	9.22e-57	2.36e-58	CD44	CD44 molecule (Indian blood group)
19736	9.28e-57	2.37e-58	RPL21	ribosomal protein L21
43651	9.36e-57	2.40e-58	FERMT1	fermitin family member 1
43293	9.52e-57	2.45e-58		
44750	9.64e-57	2.48e-58	HSF1	heat shock transcription factor 1
13724	1.00e-56	2.57e-58	RPS11	ribosomal protein S11
24827	1.01e-56	2.59e-58	RPL21	ribosomal protein L21
32251	1.03e-56	2.66e-58	NACA2	nascent polypeptide associated complex alpha subunit 2
44498	1.05e-56	2.72e-58		
35475	1.06e-56	2.74e-58		
6922	1.07e-56	2.77e-58	WIPI2	WD repeat domain, phosphoinositide interacting 2
41376	1.10e-56	2.85e-58		
4762	1.10e-56	2.86e-58	ATP6V1H	ATPase H+ transporting V1 subunit H
17111	1.10e-56	2.87e-58	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
1998	1.10e-56	2.88e-58	ZDHHC20	zinc finger DHHC-type containing 20
24867	1.11e-56	2.89e-58	MTPAP	mitochondrial poly(A) polymerase
10823	1.11e-56	2.89e-58	KCMF1	potassium channel modulatory factor 1
20534	1.11e-56	2.91e-58	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
33832	1.11e-56	2.91e-58	COPE	coatomer protein complex subunit epsilon
5580	1.12e-56	2.93e-58		
33630	1.13e-56	2.97e-58	RPN1	ribophorin I
10411	1.15e-56	3.02e-58	RBBP6	RB binding protein 6, ubiquitin ligase
11354	1.15e-56	3.04e-58	NTAN1	N-terminal asparagine amidase
41823	1.17e-56	3.08e-58	H3F3B	H3 histone, family 3B
6456	1.17e-56	3.09e-58	PRDX5	peroxiredoxin 5
27700	1.25e-56	3.31e-58	IRF2BP2	interferon regulatory factor 2 binding protein 2
9233	1.26e-56	3.34e-58	RPS15A	ribosomal protein S15a
29057	1.26e-56	3.35e-58	PA2G4	proliferation-associated 2G4
30484	1.26e-56	3.35e-58	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
40736	1.26e-56	3.35e-58	SNF8	SNF8, ESCRT-II complex subunit
30506	1.27e-56	3.39e-58	H3F3A	H3 histone, family 3A
31055	1.28e-56	3.40e-58	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
29651	1.28e-56	3.41e-58	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog
30007	1.31e-56	3.50e-58	TADA3	transcriptional adaptor 3
36989	1.32e-56	3.54e-58	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
34196	1.36e-56	3.64e-58	COPS6	COP9 signalosome subunit 6
25969	1.39e-56	3.72e-58	MRPL35	mitochondrial ribosomal protein L35
22323	1.42e-56	3.83e-58	P4HB	prolyl 4-hydroxylase subunit beta
16754	1.43e-56	3.86e-58	C19orf43	chromosome 19 open reading frame 43
19644	1.44e-56	3.89e-58	CD44	CD44 molecule (Indian blood group)
35753	1.45e-56	3.92e-58	RHPN1	rhophilin Rho GTPase binding protein 1
13924	1.45e-56	3.93e-58	BTBD1	BTB domain containing 1
22674	1.46e-56	3.97e-58	ZBTB44	zinc finger and BTB domain containing 44
43079	1.48e-56	4.00e-58		
40964	1.52e-56	4.14e-58		
3367	1.54e-56	4.19e-58	GRB2	growth factor receptor bound protein 2
15904	1.65e-56	4.50e-58	EAPP	E2F associated phosphoprotein
25361	1.65e-56	4.50e-58	PPHLN1	periphilin 1
37108	1.72e-56	4.69e-58	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
11553	1.73e-56	4.72e-58	TOMM7	translocase of outer mitochondrial membrane 7
13098	1.74e-56	4.76e-58	G3BP1	G3BP stress granule assembly factor 1
43952	1.74e-56	4.77e-58	BUD31	BUD31 homolog
23464	1.77e-56	4.87e-58	DDX50	DEAD-box helicase 50
26867	1.81e-56	4.97e-58		
5669	1.83e-56	5.04e-58	TIMM9	translocase of inner mitochondrial membrane 9
16975	1.83e-56	5.04e-58	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
33621	1.85e-56	5.12e-58	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
39131	1.86e-56	5.14e-58	PSMC1	proteasome 26S subunit, ATPase 1
18238	1.86e-56	5.15e-58	MYL6B	myosin light chain 6B
18795	1.87e-56	5.19e-58	LONP2	lon peptidase 2, peroxisomal
15157	1.89e-56	5.25e-58	CTSA	cathepsin A
36860	1.92e-56	5.35e-58	GNAQ	G protein subunit alpha q
37096	1.94e-56	5.41e-58	CHTOP	chromatin target of PRMT1
29869	1.97e-56	5.50e-58	RPAP1	RNA polymerase II associated protein 1
41826	2.00e-56	5.58e-58	COMMD4	COMM domain containing 4
30361	2.00e-56	5.58e-58	ACTB	actin beta
27271	2.02e-56	5.65e-58	LARP7	La ribonucleoprotein domain family member 7
11683	2.05e-56	5.73e-58	GTF2F2	general transcription factor IIF subunit 2
19938	2.06e-56	5.78e-58	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
20637	2.06e-56	5.80e-58	SAR1A	secretion associated Ras related GTPase 1A
39599	2.06e-56	5.81e-58	ACTR3	ARP3 actin related protein 3 homolog
25282	2.07e-56	5.83e-58	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
26861	2.10e-56	5.91e-58	RPL26L1	ribosomal protein L26 like 1
25281	2.10e-56	5.93e-58	MAML1	mastermind like transcriptional coactivator 1
7122	2.11e-56	5.97e-58	ARL8B	ADP ribosylation factor like GTPase 8B
34077	2.12e-56	6.01e-58		
37232	2.13e-56	6.02e-58	TIPRL	TOR signaling pathway regulator
33118	2.14e-56	6.06e-58	JUP	junction plakoglobin
27803	2.15e-56	6.12e-58	ESRP2	epithelial splicing regulatory protein 2
12737	2.16e-56	6.16e-58	GRB2	growth factor receptor bound protein 2
5635	2.18e-56	6.21e-58	COX6B1	cytochrome c oxidase subunit 6B1
33691	2.20e-56	6.26e-58	SNX1	sorting nexin 1
554	2.27e-56	6.49e-58		
16853	2.28e-56	6.51e-58	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
13819	2.30e-56	6.58e-58	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
39079	2.30e-56	6.60e-58	RPL21	ribosomal protein L21
22491	2.35e-56	6.73e-58	C14orf2	chromosome 14 open reading frame 2
12103	2.35e-56	6.75e-58	UBE2K	ubiquitin conjugating enzyme E2 K
28875	2.35e-56	6.77e-58	BTF3	basic transcription factor 3
15357	2.35e-56	6.77e-58	GSK3B	glycogen synthase kinase 3 beta
22717	2.42e-56	6.98e-58	FAM127B	family with sequence similarity 127 member B
145	2.42e-56	6.99e-58	CEBPG	CCAAT/enhancer binding protein gamma
2491	2.44e-56	7.07e-58	GPN1	GPN-loop GTPase 1
23796	2.46e-56	7.12e-58	CDC42	cell division cycle 42
8828	2.51e-56	7.26e-58	LY6D	lymphocyte antigen 6 complex, locus D
2849	2.54e-56	7.38e-58	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
25352	2.54e-56	7.39e-58	ACTB	actin beta
37880	2.57e-56	7.48e-58	MRPL9	mitochondrial ribosomal protein L9
24875	2.58e-56	7.51e-58	SF1	splicing factor 1
40650	2.58e-56	7.52e-58	CFL1P1	cofilin 1 pseudogene 1
16506	2.59e-56	7.56e-58	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
